title,description,videoId,thumbnails,channelName,channelId,channelUrl,verified,publishedText,publishedDate,viewsText,views,videoUrl,duration,durationText,isShort
Reik - Noviembre Sin Ti (Letra),"👤 Artista | Reik
💿 Canción | Noviembre Sin Ti

▶️ Chécate el Video Oficial acá:
https://www.youtube.com/watch?v=weGzdKxLzss

🌟 MIS REDES 🌟
❤️ Instagram | https://www.instagra...",9bS7oXSiYIM,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/9bS7oXSiYIM/3.jpg', 'width': 120, 'height': 90}]",jostland.,UC1qMwcumipfgTLd3TA1vVZg,https://www.youtube.com/@jostland,True,1 day ago,2025-11-01T20:00:07.774Z,"914,933 views",914933,https://www.youtube.com/watch?v=9bS7oXSiYIM,203,3:23,False
Stranger Things 5 | Official Trailer | Netflix,"At long last… we can begin. The trailer for the epic final season of STRANGER THINGS is here.

VOL 1 - November 26, 5pm PT
VOL 2 - Christmas, 5pm PT
THE FINALE - New Year’s Eve, 5pm PT...",PssKpzB0Ah0,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/PssKpzB0Ah0/3.jpg', 'width': 120, 'height': 90}]",Netflix and Stranger Things,N/A,https://www.youtube.com/u/undefined,False,3 days ago,2025-10-30T20:00:07.774Z,"14,892,181 views",14892181,https://www.youtube.com/watch?v=PssKpzB0Ah0,175,2:55,False
WATCH OUT! Royal Hogs Evo flying by!,"📢 The Hog Calling Contest is coming — stay tuned for how to participate!

X ► https://twitter.com/ClashRoyale/
Instagram ► https://www.instagram.com/clashroyale
TikTok ► https://www.tikt...",mkUdveY0cFQ,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/mkUdveY0cFQ/3.jpg', 'width': 120, 'height': 90}]",Clash Royale,UC_F8DoJf9MZogEOU51TpTbQ,https://www.youtube.com/@ClashRoyale,True,1 day ago,2025-11-01T20:00:07.774Z,"2,813,068 views",2813068,https://www.youtube.com/watch?v=mkUdveY0cFQ,71,1:11,False
NLE The Great - KO (Official Music Video),"NLE The Great - KO (Official Music Video)

🔔 Subscribe to my channel: https://bit.ly/4lKOHZZ

Stream KO - https://nlethegreat.lnk.to/k.o.

Follow NLE The Great:
Txt: (901) 245-5603
https://nleth...",zh0P40GfvFA,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/zh0P40GfvFA/3.jpg', 'width': 120, 'height': 90}]",NLE The Great and NLE CHOPPA,N/A,https://www.youtube.com/u/undefined,False,2 days ago,2025-10-31T20:00:07.774Z,"3,004,688 views",3004688,https://www.youtube.com/watch?v=zh0P40GfvFA,259,4:19,False
"Cyrene Character Trailer: ""With You Once More"" | Honkai: Star Rail","I saw it in my dreams that day, you smiling as you said goodbye. The scenery we once wanted to see together, I'm still gazing at it even now.
Spring will always come to this land entangled...",CRAuK8T6Xis,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/CRAuK8T6Xis/3.jpg', 'width': 120, 'height': 90}]",Honkai: Star Rail,UC2PeMPA8PAOp-bynLoCeMLA,https://www.youtube.com/@HonkaiStarRail,True,15 hours ago,2025-11-02T05:00:07.774Z,"380,281 views",380281,https://www.youtube.com/watch?v=CRAuK8T6Xis,214,3:34,False
T1 vs TES | WORLDS 2025 | Semifinal,"EARN YOUR LEGACY.

The 2025 League of Legends World Championship marks a historic milestone, the 15-year anniversary of LoL Esports. Worlds is the pinnacle of competition, where the best teams...",1Z_bBZsLhyg,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/1Z_bBZsLhyg/3.jpg', 'width': 120, 'height': 90}]",LoL Esports,UCvqRdlKsE5Q8mf8YXbdIJLw,https://www.youtube.com/@lolesports,True,Streamed 10 hours ago,2025-11-02T10:00:07.774Z,"2,352,724 views",2352724,https://www.youtube.com/watch?v=1Z_bBZsLhyg,14843,4:07:23,False
Víctor Manuelle - He Tratado (Letra/Lyrics),"Connect with Victor Manuelle on socials:
Instagram: https://www.instagram.com/victormanuelleonline/ 
Twitter: https://twitter.com/victormanuelle 
Facebook: https://www.facebook.com/victormanuelleon...",GJ6bl-wy004,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/GJ6bl-wy004/3.jpg', 'width': 120, 'height': 90}]",Mi Trocona Lyrics,UCaeyBme2QiQzIsgNRG4t7hw,https://www.youtube.com/@MiTroconaLyrics-me2se,False,1 day ago,2025-11-01T20:00:07.774Z,"517,537 views",517537,https://www.youtube.com/watch?v=GJ6bl-wy004,304,5:04,False
Poppy Playtime Chapter 5 - Teaser Trailer,"Will you escape this new realm of shadows with your sanity intact, or will you succumb to the horrors within?

Wishlist Poppy Playtime Chapter 5 On Steam and Epic Games Store NOW!
Steam: https://hu...",NGSn5cY0o3k,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/NGSn5cY0o3k/3.jpg', 'width': 120, 'height': 90}]",Mob Entertainment,UCXqV4yoyC_mmZye6VbKFPeQ,https://www.youtube.com/@Mob_Entertainment,True,2 days ago,2025-10-31T20:00:07.774Z,"2,423,927 views",2423927,https://www.youtube.com/watch?v=NGSn5cY0o3k,45,0:45,False
2 Minecraft Pros VS 1000 Players,"largest battle in all of minecraft

2 Minecraft Pros VS 1000 Players

minor spoilers below

music from:
https://www.youtube.com/channel/UC9UKPs9ZisfhMJdalnETLRg (tons of the music I use is...",YFmakMh8sWU,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/YFmakMh8sWU/3.jpg', 'width': 120, 'height': 90}]",Wemmbu,UCkzzNLnuM-VsATWC53ehwOQ,https://www.youtube.com/@wemmbumc,True,1 day ago,2025-11-01T20:00:07.774Z,"2,304,922 views",2304922,https://www.youtube.com/watch?v=YFmakMh8sWU,6055,1:40:55,False
Top Halloween Songs of All Time 🎃 Best Halloween Music Playlist 👻 Halloween Music Mix,Celebrate Halloween 2025 with the best Halloween songs of all time! From classic Halloween hits to modern jams this Halloween playlist has all the music you need for a hauntingly good time...,nFXPcdSv0qA,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/nFXPcdSv0qA/3.jpg', 'width': 120, 'height': 90}]",Timeless Music,UCRp--eWwsLI_uIkCnsbfwFQ,https://www.youtube.com/@HolidayMusic,True,2 days ago,2025-10-31T20:00:07.774Z,"1,021,627 views",1021627,https://www.youtube.com/watch?v=nFXPcdSv0qA,3788,1:03:08,False
