title,description,videoId,thumbnails,channelName,channelId,channelUrl,verified,publishedText,publishedDate,viewsText,views,videoUrl,duration,durationText,isShort
Morgan Wallen - 20 Cigarettes (Official Music Video),"Listen to Morgan Wallen's new album, “I’m The Problem” here: https://morganwallen.lnk.to/ImTheProblemAlbum 

Stay connected for exclusive updates:
▸Mailing List & Text Sign Up: https://Morg...",pCv0oP9JLKw,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/pCv0oP9JLKw/3.jpg', 'width': 120, 'height': 90}]",Morgan Wallen,UCzIyoPv6j1MAZpDHKLGP_eA,https://www.youtube.com/channel/UCzIyoPv6j1MAZpDHKLGP_eA,False,1 day ago,2025-10-20T20:03:05.416Z,"474,397 views",474397,https://www.youtube.com/watch?v=pCv0oP9JLKw,180,3:00,False
Marvel Zombies | Official Zombie Mode Trailer | Marvel Rivals,"🎃 Rivals... the dead are rising.

Under Khonshu's shadow, the Queen of the Dead commands her undead army to take over Midtown. Unite with Marvel's mightiest heroes and face her in the Marvel...",grjC63MftfI,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/grjC63MftfI/3.jpg', 'width': 120, 'height': 90}]",Marvel Rivals,UCWzmOSSiSPbVnVu3ZAyDx2w,https://www.youtube.com/@MarvelRivals,True,1 day ago,2025-10-20T20:03:05.416Z,"370,695 views",370695,https://www.youtube.com/watch?v=grjC63MftfI,114,1:54,False
never should've played this again,"WELCOME, back to Those Nights at Fredbears! Refer to title.
READ MY MANGA: https://monsterswemake.com/
Official CxK Merchandise: https://coryxkenshin.com/

Instagram ► http://instagram.com/coryxk...",FZmddh1MuyE,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/FZmddh1MuyE/3.jpg', 'width': 120, 'height': 90}]",CoryxKenshin,UCiYcA0gJzg855iSKMrX3oHg,https://www.youtube.com/@CoryxKenshin,True,23 hours ago,2025-10-20T21:03:05.416Z,"2,951,189 views",2951189,https://www.youtube.com/watch?v=FZmddh1MuyE,2234,37:14,False
Madison Beer - bittersweet (Official Music Video),"Madison Beer - bittersweet (Official Music Video)

""bittersweet"" available at: https://madisonbeer.lnk.to/bittersweet

Follow Madison:
Instagram: https://www.instagram.com/madisonbeer
Twitter:...",YcpMVsvK8pk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/YcpMVsvK8pk/3.jpg', 'width': 120, 'height': 90}]",Madison Beer,UC7zjjW_bvcVsPcBiqUPJf1w,https://www.youtube.com/channel/UC7zjjW_bvcVsPcBiqUPJf1w,False,18 hours ago,2025-10-21T02:03:05.416Z,"516,151 views",516151,https://www.youtube.com/watch?v=YcpMVsvK8pk,269,4:29,False
"Character Trailer - ""Nefer: Shadowbearing Serpent"" | Genshin Impact #GenshinImpact #Nefer","Once a serpent sinks its fangs into its prey, it never lets go.
Or perhaps it lets them believe there is still a chance to fight back, only to pull its coils in even closer.

Chinese Voice-Over...",jcFd1qbRg_I,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/jcFd1qbRg_I/3.jpg', 'width': 120, 'height': 90}]",Genshin Impact,UCiS882YPwZt1NfaM0gR0D9Q,https://www.youtube.com/@GenshinImpact,True,17 hours ago,2025-10-21T03:03:05.416Z,"377,618 views",377618,https://www.youtube.com/watch?v=jcFd1qbRg_I,168,2:48,False
"No, I Am Not Human","No, I Am Not Human... even when The Visitors literally tell me they're monsters I just can't help but trust them!
LISTEN TO DISTRACTIBLE ►► https://open.spotify.com/show/2X40qLyoj1wQ2qE5FVpA7x...",pVK80X-JgWI,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/pVK80X-JgWI/3.jpg', 'width': 120, 'height': 90}]",Markiplier,UC7_YxT-KID8kRbqZo7MyscQ,https://www.youtube.com/@markiplier,True,1 day ago,2025-10-20T20:03:05.416Z,"1,117,663 views",1117663,https://www.youtube.com/watch?v=pVK80X-JgWI,3948,1:05:48,False
T-Pain - Club Husband (Official Music Video),"Clearly you need a Club Husband...

Stream Club Husband here: https://distrokid.com/hyperfollow/tpain1/club-husband

Did you know T-Pain has his own energy shot? Try Nappy Boy Dranks here:...",pEanOtChKdE,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/pEanOtChKdE/3.jpg', 'width': 120, 'height': 90}]",T Pain,UCwff7OoSHp3el6GqnSwcSdA,https://www.youtube.com/channel/UCwff7OoSHp3el6GqnSwcSdA,False,21 hours ago,2025-10-20T23:03:05.416Z,"166,394 views",166394,https://www.youtube.com/watch?v=pEanOtChKdE,490,8:10,False
"Spider-Man Brand New Day Hulk First Look, Sadie Sink & Scorpion Breakdown!","Spider-Man Brand New Day Hulk First Look Teaser, Sadie Sink First Look, Scorpion Returns. Spider-Man Brand New Day Trailer, Bruce Banner Savage Hulk changes, The Punisher, Avengers Doomsday...",tybQWjXNeWc,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/tybQWjXNeWc/3.jpg', 'width': 120, 'height': 90}]",Emergency Awesome,UCDiFRMQWpcp8_KD4vwIVicw,https://www.youtube.com/@emergencyawesome,True,22 hours ago,2025-10-20T22:03:05.416Z,"173,010 views",173010,https://www.youtube.com/watch?v=tybQWjXNeWc,715,11:55,False
Everything I Draw Comes To LIFE in Steal a Brainrot!,"Play My ROBLOX GAME HERE: (dump) 
https://www.roblox.com/games/98868317791094/DUMP-ALPHA

🚨100k ROBUX GIVEAWAY IN MY NEW GAME ""DUMP"" DISCORD https://discord.com/invite/dumpgame
⚠️NEW...",nppkwQV_JCQ,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/nppkwQV_JCQ/3.jpg', 'width': 120, 'height': 90}]",CaylusBlox,UCsPMNatXCwqyUuJilBT73jg,https://www.youtube.com/@caylusblox,True,1 day ago,2025-10-20T20:03:05.416Z,"2,706,311 views",2706311,https://www.youtube.com/watch?v=nppkwQV_JCQ,916,15:16,False
mgk - no cell phones in rehab,"mgk's  ""no cell phones in rehab"" from 'Tickets To My Downfall (All Access)' available now - https://mgk.lnk.to/ncpir  

Follow mgk:
https://www.instagram.com/machinegunkelly
https://www.tiktok.com/...",EV9bpkZD-rk,"[{'quality': 'maxres', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/maxres.jpg', 'width': 1280, 'height': 720}, {'quality': 'maxresdefault', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/maxresdefault.jpg', 'width': 1280, 'height': 720}, {'quality': 'sddefault', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/sddefault.jpg', 'width': 640, 'height': 480}, {'quality': 'high', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/hqdefault.jpg', 'width': 480, 'height': 360}, {'quality': 'medium', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/mqdefault.jpg', 'width': 320, 'height': 180}, {'quality': 'default', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/default.jpg', 'width': 120, 'height': 90}, {'quality': 'start', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/1.jpg', 'width': 120, 'height': 90}, {'quality': 'middle', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/2.jpg', 'width': 120, 'height': 90}, {'quality': 'end', 'url': 'https://i.ytimg.com/vi/EV9bpkZD-rk/3.jpg', 'width': 120, 'height': 90}]",mgk,UCUs8sGiP4avNaYNVO22INhQ,https://www.youtube.com/channel/UCUs8sGiP4avNaYNVO22INhQ,False,3 hours ago,2025-10-21T17:03:05.416Z,"59,898 views",59898,https://www.youtube.com/watch?v=EV9bpkZD-rk,156,2:36,False
